Question ID,Variant 1,Variant 2,Variant 3,Variant 4,Variant 5,Variant 6,Variant 7,Variant 8,Variant 9,Variant 10,# of correct per question,Topic,Difficulty Level
Q82,correct,correct,correct,correct,correct,correct,correct,correct,correct,fail,9,algebra,undergraduate
Q83,correct,correct,fail,fail,correct,fail,fail,fail,fail,fail,3,plane geometry,high school
Q84,correct,correct,correct,fail,correct,correct,fail,correct,correct,fail,7,plane geometry,high school
Q85,fail,correct,correct,fail,fail,correct,fail,fail,fail,fail,3,plane geometry,high school
Q86,correct,correct,correct,fail,fail,correct,correct,correct,correct,correct,8,analytic geometry,undergraduate
Q87,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,analytic geometry,undergraduate
Q88,correct,correct,correct,correct,fail,correct,fail,correct,fail,correct,7,analytic geometry,undergraduate
Q89,correct,correct,fail,correct,fail,correct,fail,fail,fail,fail,4,algebra,undergraduate
Q90,fail,fail,fail,fail,fail,fail,correct,fail,fail,fail,1,algebra,undergraduate
Q91,correct,correct,fail,correct,correct,correct,correct,correct,fail,fail,7,arithmetic,high school
Q92,fail,correct,correct,correct,correct,correct,correct,correct,correct,fail,8,analytic geometry,high school
Q93,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q94,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q95,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q96,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q97,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q98,correct,fail,fail,fail,fail,correct,fail,fail,correct,correct,4,analytic geometry,high school
Q99,fail,fail,correct,fail,correct,fail,correct,correct,fail,correct,5,analytic geometry,high school
Q100,correct,fail,correct,correct,fail,correct,fail,fail,correct,fail,5,scientific figure,high school
Q101,fail,fail,fail,fail,correct,fail,fail,fail,correct,fail,2,analytic geometry,high school
Q102,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q103,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,undergraduate
Q104,fail,fail,fail,fail,fail,fail,fail,fail,correct,fail,1,arithmetic,elementary school
Q105,fail,fail,fail,fail,fail,fail,correct,fail,fail,correct,2,analytic geometry,high school
Q106,fail,fail,correct,correct,correct,fail,correct,fail,correct,correct,6,analytic geometry,undergraduate
Q107,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q108,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,high school
Q109,fail,correct,correct,fail,fail,fail,fail,correct,correct,fail,4,analytic geometry,high school
Q110,fail,fail,fail,fail,fail,fail,fail,correct,fail,correct,2,analytic geometry,high school
Q111,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q112,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q113,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q114,correct,correct,correct,correct,correct,fail,correct,correct,fail,correct,8,scientific figure,elementary school
Q115,fail,correct,fail,fail,fail,correct,correct,fail,fail,fail,3,puzzle test,elementary school
Q116,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q117,correct,correct,correct,fail,correct,correct,correct,correct,correct,fail,8,analytic geometry,undergraduate
Q118,fail,fail,correct,fail,fail,fail,fail,fail,fail,fail,1,analytic geometry,undergraduate
Q119,fail,fail,fail,correct,fail,fail,fail,fail,fail,fail,1,analytic geometry,undergraduate
Q120,fail,fail,correct,correct,correct,fail,fail,fail,correct,correct,5,graph theory,undergraduate
Q121,fail,fail,fail,fail,fail,correct,correct,fail,fail,fail,2,algebra,high school
Q122,fail,fail,fail,fail,fail,fail,correct,fail,fail,fail,1,plane geometry,high school
Q123,fail,fail,correct,fail,correct,correct,fail,fail,fail,correct,4,plane geometry,high school
Q124,correct,correct,fail,correct,fail,fail,fail,correct,correct,fail,5,analytic geometry,undergraduate
Q125,fail,fail,fail,fail,fail,correct,correct,correct,correct,correct,5,analytic geometry,high school
Q126,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,solid geometry,high school
Q127,fail,fail,correct,fail,fail,fail,fail,fail,fail,fail,1,plane geometry,high school
Q128,fail,correct,correct,fail,correct,fail,fail,correct,correct,fail,5,analytic geometry,high school
Q129,correct,correct,correct,correct,fail,fail,correct,fail,correct,correct,7,solid geometry,high school
Q130,fail,fail,fail,fail,fail,correct,fail,fail,correct,fail,2,solid geometry,high school
Q131,fail,correct,correct,correct,correct,fail,correct,correct,fail,fail,6,analytic geometry,undergraduate
Q132,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q133,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q134,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q135,fail,fail,fail,fail,fail,fail,correct,fail,fail,fail,1,analytic geometry,high school
Q136,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,graph theory,undergraduate
Q137,correct,fail,fail,fail,fail,fail,correct,correct,fail,fail,3,graph theory,undergraduate
Q138,fail,fail,fail,fail,fail,fail,correct,fail,fail,correct,2,analytic geometry,high school
Q139,fail,fail,fail,fail,fail,fail,fail,fail,correct,correct,2,analytic geometry,high school
Q140,fail,correct,fail,fail,fail,fail,fail,fail,fail,fail,1,analytic geometry,high school
Q141,fail,fail,fail,fail,correct,fail,fail,fail,fail,correct,2,solid geometry,high school
Q142,correct,correct,fail,fail,correct,fail,fail,correct,correct,correct,6,graph theory,undergraduate
Q143,correct,fail,fail,fail,fail,fail,fail,fail,fail,fail,1,analytic geometry,undergraduate
Q144,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,undergraduate
Q145,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,solid geometry,high school
Q146,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,puzzle test,high school
Q147,correct,correct,fail,correct,correct,correct,correct,correct,fail,fail,7,analytic geometry,high school
Q148,correct,correct,correct,fail,correct,correct,correct,fail,correct,fail,7,analytic geometry,high school
Q149,correct,fail,correct,fail,correct,correct,correct,correct,correct,correct,8,analytic geometry,high school
Q150,fail,fail,correct,correct,correct,correct,correct,fail,fail,correct,6,analytic geometry,high school
Q151,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,graph theory,undergraduate
Q152,fail,fail,fail,fail,fail,fail,fail,correct,fail,fail,1,graph theory,undergraduate
Q153,fail,fail,correct,fail,fail,correct,fail,fail,correct,fail,3,plane geometry,high school
Q154,fail,correct,fail,fail,fail,correct,fail,correct,correct,correct,5,plane geometry,high school
Q155,fail,correct,correct,correct,correct,correct,fail,fail,fail,fail,5,puzzle test,high school
Q156,fail,fail,correct,fail,fail,correct,correct,fail,fail,fail,3,puzzle test,high school
Q157,fail,fail,fail,correct,fail,correct,fail,fail,correct,correct,4,plane geometry,high school
Q158,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q159,fail,fail,fail,correct,fail,fail,fail,fail,fail,fail,1,analytic geometry,undergraduate
Q160,fail,fail,correct,fail,fail,fail,fail,fail,fail,fail,1,analytic geometry,high school
Q161,fail,correct,correct,correct,correct,correct,fail,correct,fail,correct,7,statistics,high school
Q162,fail,fail,correct,fail,fail,fail,fail,fail,fail,fail,1,statistics,high school
Q163,correct,correct,correct,correct,correct,fail,fail,correct,correct,correct,8,analytic geometry,high school
Q164,fail,correct,fail,correct,correct,correct,correct,fail,fail,correct,6,analytic geometry,high school
Q165,correct,fail,correct,correct,correct,correct,correct,correct,fail,fail,7,analytic geometry,high school
Q166,fail,correct,fail,correct,fail,fail,correct,fail,correct,correct,5,analytic geometry,high school
Q167,fail,fail,fail,fail,correct,fail,fail,fail,fail,fail,1,plane geometry,high school
Q168,correct,correct,fail,fail,correct,fail,correct,correct,correct,correct,7,analytic geometry,high school
Q169,fail,correct,correct,fail,correct,correct,correct,correct,correct,fail,7,analytic geometry,high school
Q170,correct,correct,correct,fail,fail,fail,fail,correct,correct,correct,6,analytic geometry,high school
Q171,fail,correct,fail,correct,fail,correct,correct,correct,correct,correct,7,plane geometry,high school
Q172,correct,correct,correct,fail,correct,fail,correct,fail,fail,fail,5,plane geometry,high school
Q173,correct,fail,correct,fail,correct,fail,correct,correct,correct,fail,6,plane geometry,high school
Q174,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q175,fail,correct,fail,correct,correct,fail,correct,correct,correct,fail,6,analytic geometry,high school
Q176,fail,correct,fail,fail,fail,fail,fail,fail,fail,fail,1,analytic geometry,high school
Q177,correct,fail,fail,correct,fail,fail,fail,fail,fail,fail,2,analytic geometry,high school
Q178,fail,fail,fail,correct,correct,fail,correct,correct,fail,correct,5,plane geometry,high school
Q179,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,puzzle test,high school
Q180,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,puzzle test,high school
Q181,fail,correct,correct,correct,correct,fail,correct,correct,correct,correct,8,plane geometry,high school
Q182,correct,fail,correct,correct,correct,correct,fail,correct,correct,correct,8,plane geometry,high school
Q183,fail,correct,fail,correct,correct,correct,correct,correct,correct,correct,8,plane geometry,high school
Q184,correct,fail,correct,correct,correct,correct,correct,correct,correct,correct,9,plane geometry,high school
Q185,fail,fail,fail,correct,fail,fail,correct,fail,correct,fail,3,scientific figure,elementary school
Q186,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,elementary school
Q187,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,solid geometry,high school
Q188,fail,correct,fail,fail,correct,correct,correct,correct,fail,correct,6,solid geometry,high school
Q189,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q190,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q191,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q192,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q193,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q194,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q195,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q196,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,puzzle test,high school
Q197,fail,fail,fail,correct,fail,fail,correct,correct,correct,correct,5,plane geometry,high school
Q198,fail,correct,fail,correct,correct,fail,correct,correct,correct,fail,6,analytic geometry,high school
Q199,correct,fail,correct,fail,correct,correct,correct,correct,correct,fail,7,analytic geometry,high school
Q200,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q201,fail,correct,fail,correct,fail,fail,correct,fail,correct,fail,4,arithmetic,undergraduate
Q202,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,undergraduate
Q203,correct,correct,fail,fail,fail,fail,fail,fail,fail,fail,2,analytic geometry,undergraduate
Q204,fail,fail,correct,fail,fail,fail,fail,fail,fail,fail,1,analytic geometry,high school
Q205,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q206,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q207,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q208,correct,fail,correct,correct,correct,correct,fail,correct,correct,fail,7,plane geometry,high school
Q209,correct,correct,correct,correct,correct,fail,correct,correct,correct,correct,9,plane geometry,high school
Q210,correct,correct,correct,correct,correct,correct,correct,correct,fail,correct,9,plane geometry,high school
Q211,correct,correct,correct,correct,correct,fail,correct,correct,correct,correct,9,plane geometry,high school
Q212,fail,fail,fail,correct,correct,correct,correct,correct,fail,fail,5,plane geometry,high school
Q213,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,undergraduate
Q214,correct,correct,fail,fail,fail,fail,fail,fail,correct,fail,3,plane geometry,high school
Q215,correct,fail,correct,correct,correct,correct,correct,correct,fail,correct,8,plane geometry,high school
Q216,correct,fail,correct,fail,fail,fail,fail,correct,correct,correct,5,analytic geometry,high school
Q217,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate
Q218,correct,fail,correct,fail,correct,correct,fail,fail,correct,fail,5,statistics,undergraduate
Q219,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate
Q220,correct,fail,fail,correct,correct,fail,fail,fail,correct,fail,4,graph theory,undergraduate
Q221,correct,fail,fail,fail,correct,fail,correct,correct,fail,fail,4,graph theory,undergraduate
Q222,correct,fail,fail,fail,fail,fail,correct,fail,correct,correct,4,graph theory,undergraduate
Q223,correct,fail,correct,fail,fail,fail,fail,fail,fail,fail,2,graph theory,undergraduate
Q224,fail,correct,fail,correct,correct,correct,correct,correct,correct,correct,8,graph theory,undergraduate
Q225,fail,fail,fail,fail,fail,fail,fail,fail,correct,fail,1,graph theory,undergraduate
Q226,correct,fail,correct,fail,fail,fail,fail,correct,fail,fail,3,graph theory,undergraduate
Q227,fail,fail,correct,fail,correct,correct,fail,fail,fail,fail,3,graph theory,undergraduate
Q228,correct,correct,correct,correct,fail,correct,fail,correct,fail,fail,6,graph theory,undergraduate
Q229,correct,correct,fail,correct,fail,correct,correct,fail,correct,fail,6,graph theory,undergraduate
Q230,correct,fail,fail,fail,correct,correct,correct,fail,correct,correct,6,graph theory,undergraduate
Q231,correct,fail,fail,fail,fail,fail,fail,correct,fail,fail,2,graph theory,undergraduate
Q232,correct,fail,fail,fail,fail,fail,fail,fail,correct,fail,2,graph theory,undergraduate
Q233,correct,correct,fail,correct,fail,fail,fail,fail,fail,fail,3,graph theory,undergraduate
Q234,fail,fail,fail,fail,correct,fail,correct,fail,fail,fail,2,graph theory,undergraduate
Q235,fail,correct,correct,fail,correct,fail,fail,fail,correct,correct,5,graph theory,undergraduate
Q236,fail,fail,fail,correct,fail,fail,fail,fail,fail,fail,1,graph theory,undergraduate
Q237,fail,fail,correct,correct,correct,correct,fail,fail,fail,correct,5,graph theory,undergraduate
Q238,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,graph theory,undergraduate
Q239,correct,fail,fail,fail,fail,correct,correct,fail,fail,fail,3,graph theory,undergraduate
Q240,fail,fail,fail,fail,fail,fail,fail,correct,fail,fail,1,graph theory,undergraduate
Q241,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,graph theory,undergraduate
Q242,correct,correct,fail,fail,correct,fail,fail,correct,correct,correct,6,graph theory,undergraduate
Q243,fail,fail,fail,correct,fail,fail,fail,fail,fail,correct,2,graph theory,undergraduate
Q244,fail,correct,correct,fail,fail,fail,correct,fail,fail,correct,4,graph theory,undergraduate
Q245,correct,fail,fail,correct,fail,fail,correct,fail,fail,correct,4,graph theory,undergraduate
Q246,correct,correct,fail,fail,fail,fail,fail,fail,fail,correct,3,graph theory,undergraduate
Q247,fail,fail,fail,fail,correct,correct,fail,correct,fail,fail,3,graph theory,undergraduate
Q248,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,graph theory,undergraduate
Q249,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,graph theory,undergraduate
Q250,fail,fail,correct,fail,correct,correct,fail,fail,fail,fail,3,graph theory,undergraduate
Q251,fail,fail,correct,correct,correct,fail,fail,correct,fail,fail,4,graph theory,undergraduate
Q252,correct,fail,correct,fail,fail,fail,fail,fail,correct,fail,3,graph theory,undergraduate
Q253,fail,fail,fail,fail,fail,correct,correct,fail,fail,correct,3,graph theory,undergraduate
Q254,fail,correct,correct,correct,correct,fail,fail,fail,fail,fail,4,graph theory,undergraduate
Q255,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,graph theory,undergraduate
Q256,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,graph theory,undergraduate
Q257,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,graph theory,undergraduate
Q258,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,graph theory,undergraduate
Q259,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,graph theory,undergraduate
Q260,fail,correct,correct,fail,fail,fail,fail,correct,fail,fail,3,graph theory,undergraduate
Q261,fail,correct,fail,fail,fail,correct,correct,fail,fail,fail,3,scientific figure,high school
Q262,fail,fail,correct,fail,correct,fail,correct,fail,fail,fail,3,scientific figure,high school
Q263,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q264,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,scientific figure,high school
Q265,fail,fail,fail,fail,correct,fail,fail,fail,fail,fail,1,scientific figure,high school
Q266,correct,correct,fail,fail,fail,fail,fail,fail,correct,correct,4,scientific figure,high school
Q267,fail,fail,correct,fail,fail,correct,correct,fail,fail,fail,3,scientific figure,high school
Q268,fail,fail,fail,fail,correct,fail,fail,fail,fail,fail,1,scientific figure,high school
Q269,fail,correct,fail,correct,correct,fail,fail,fail,correct,fail,4,scientific figure,high school
Q270,correct,correct,correct,fail,correct,correct,fail,correct,correct,correct,8,scientific figure,high school
Q271,correct,correct,fail,fail,correct,fail,fail,correct,correct,correct,6,scientific figure,high school
Q272,fail,fail,fail,fail,fail,fail,fail,correct,fail,correct,2,scientific figure,high school
Q273,fail,fail,fail,fail,fail,fail,correct,fail,fail,fail,1,scientific figure,high school
Q274,fail,fail,correct,fail,fail,fail,fail,correct,fail,fail,2,scientific figure,high school
Q275,fail,fail,correct,correct,fail,fail,fail,fail,correct,fail,3,scientific figure,high school
Q276,fail,fail,fail,fail,fail,fail,fail,fail,fail,correct,1,scientific figure,high school
Q277,fail,fail,correct,fail,correct,fail,fail,fail,fail,fail,2,scientific figure,high school
Q278,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,undergraduate
Q279,fail,correct,correct,correct,fail,fail,fail,correct,correct,correct,6,scientific figure,high school
Q280,correct,correct,fail,fail,correct,correct,correct,correct,correct,correct,8,scientific figure,high school
Q281,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q282,correct,fail,fail,correct,fail,fail,correct,fail,correct,fail,4,puzzle test,high school
Q283,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,puzzle test,elementary school
Q284,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,puzzle test,elementary school
Q285,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,puzzle test,elementary school
Q286,fail,fail,fail,fail,correct,fail,fail,fail,fail,fail,1,puzzle test,elementary school
Q287,correct,correct,correct,fail,fail,correct,fail,fail,correct,fail,5,plane geometry,elementary school
Q288,fail,fail,fail,fail,correct,fail,fail,fail,correct,fail,2,statistics,high school
Q289,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,high school
Q290,fail,fail,correct,fail,fail,correct,correct,fail,fail,fail,3,statistics,high school
Q291,fail,fail,correct,fail,fail,correct,correct,fail,fail,fail,3,statistics,high school
Q292,fail,fail,fail,fail,fail,correct,fail,fail,fail,fail,1,statistics,high school
Q293,fail,correct,fail,fail,correct,fail,fail,fail,correct,fail,3,statistics,high school
Q294,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate
Q295,fail,correct,fail,correct,correct,fail,fail,fail,correct,correct,5,statistics,undergraduate
Q296,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,undergraduate
Q297,fail,correct,fail,fail,correct,fail,fail,fail,fail,fail,2,analytic geometry,undergraduate
Q298,correct,fail,fail,fail,fail,correct,fail,fail,fail,fail,2,analytic geometry,undergraduate
Q299,correct,fail,fail,fail,fail,correct,fail,fail,fail,fail,2,analytic geometry,undergraduate
Q300,fail,fail,fail,correct,fail,fail,fail,fail,fail,fail,1,analytic geometry,undergraduate
